,id,context,question,answers
185,185,"jamais une année tranquille, à poudlard ?",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [31]}"
186,186,poudlard ?,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [0]}"
187,187,la situation à poudlard est pire que je ne le craignais.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [15]}"
188,188,poudlard est ma maison!,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [0]}"
189,189,poudlard nous incite à résister.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [0]}"
190,190,c'est le poudlard des manouches.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [9]}"
191,191,à poudlard ?,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [2]}"
192,192,"les gars, tous à bord du poudlard express !",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [25]}"
193,193,mais c'est de poudlard qu'il s'agit. de dumbledore.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [14]}"
194,194,poudlard n'est pas une maison pour les fous.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [0]}"
195,195,poudlard est une école.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [0]}"
196,196,je croyais qu'on ne pouvait pas transplaner à poudlard ?,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [46]}"
197,197,- tu vois. - on dirait poudlard !,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [23]}"
198,198,"quelle créature était dans mon bureau la première fois que harry potter y est entré, à poudlard ?",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [87]}"
199,199,poudlard n'est plus ce que c'était du temps de dumbledore.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [0]}"
200,200,poudlard a changé.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [0]}"
201,201,poudlard est menacé !,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [0]}"
202,202,c'est la plateforme qui mène à poudlard ?,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [31]}"
203,203,t'as un sweat de poudlard ?,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [17]}"
204,204,et poudlard casquerait encore plus.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [3]}"
205,205,"ok, très bien, est-ce-que hermione a couru quand sirius avait des ennuis ou quand voldemort a attaqué poudlard ?",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [102]}"
206,206,"il devait entrer à poudlard en septembre, mais on l'a pas appelé.",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [19]}"
207,207,"techniquement, poudlard est une école de magie. et c'est...",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [15]}"
208,208,vous ne serez jamais de dignes femmes de votre clan si vous restez assises ici à poudlard à suivre l'enseignement confus de ma fille.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [81]}"
209,209,"je voulais te demander... l'école où tu es allé, c'était comme poudlard ?",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [63]}"
210,210,vous savez qu'on est pas à poudlard ?,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [27]}"
211,211,poudlard du s.h.i.e.l.d. ou de ce genre.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [0]}"
212,212,je ne suis pas allé au poudlard du shield ou je ne sais quoi.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [23]}"
213,213,on dirait un poudlard gay.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [13]}"
214,214,"ils n'ont pas de marqueurs là d'où tu viens, au monde des bisounours ou à poudlard ?",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [74]}"
215,215,comme poudlard sans la magie.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [6]}"
216,216,"mince, je suis accepté à poudlard ?",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [25]}"
217,217,ma mère attendait à acheter poudlard jusqu'à ce que après ma sœur et je suis parti donc nous apprendre l'humilité et les valeurs.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [28]}"
218,218,renvoyé de poudlard pour atteinte à la vie humaine.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [11]}"
219,219,"où elle va, à poudlard ?",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [14]}"
220,220,"pour finir sur une note plus sombre, à la demande du ministère de la magie, poudlard devra, jusqu'à nouvel ordre, accueillir les détraqueurs d'azkaban, en attendant la capture de sirius black.",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [76]}"
221,221,"il apprend un peu plus tard que ce même krum, étudiant à l'école de sorciers durmstrang, passera l'année scolaire à poudlard à l'occasion du tournoi des trois sorciers.",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [116]}"
222,222,"=== ""harry potter et la chambre des secrets"" ===harry, ron et hermione retournent à poudlard pour leur deuxième année d'études, qui se révèle plus intense que la précédente.",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [84]}"
223,223,les étudiants ont la possibilité de rester à poudlard pendant noël et les vacances de printemps.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [45]}"
224,224,"harry reçoit une vision de voldemort tuer des gobelins, y compris griphook, et apprend que voldemort est au courant du vol. harry sait aussi il y a un horcrux caché à poudlard en quelque sorte lié à rowena serdaigle.",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [167]}"
225,225,mcgonagall se rassemble le poudlard de la communauté pour la bataille.,hogwarts,"{""text"": [""poudlard""], ""answer_start"": [27]}"
226,226,"l'héritage de poudlard se déroulera dans les années 1800, suivant l'histoire d'un étudiant à poudlard.",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [14]}"
227,227,"harry reçoit une vision de voldemort tuer des gobelins, y compris griphook, et apprend que voldemort est au courant du vol. harry sait aussi il y a un horcrux caché à poudlard en quelque sorte lié à rowena serdaigle.",hogwarts,"{""text"": [""poudlard""], ""answer_start"": [167]}"
228,228,fantyrm,dreepy,"{""text"": [""fantyrm""], ""answer_start"": [0]}"
229,229,trépassable,palossand,"{""text"": [""tr\u00e9passable""], ""answer_start"": [0]}"
230,230,pomdrapi,flapple,"{""text"": [""pomdrapi""], ""answer_start"": [0]}"
231,231,gaulet,amoonguss,"{""text"": [""gaulet""], ""answer_start"": [0]}"
232,232,fickelgruber fit une glace qui ne fondait pas.,fickelgruber,"{""text"": [""fickelgruber""], ""answer_start"": [0]}"
233,233,wagomine,carkol,"{""text"": [""wagomine""], ""answer_start"": [0]}"
234,234,minidraco,dratini,"{""text"": [""minidraco""], ""answer_start"": [0]}"
235,235,chapignon,breloom,"{""text"": [""chapignon""], ""answer_start"": [0]}"
236,236,bourboul,burple,"{""text"": [""bourboul""], ""answer_start"": [0]}"
237,237,serpang,huntail,"{""text"": [""serpang""], ""answer_start"": [0]}"
238,238,sanglibourre,boarcharger,"{""text"": [""sanglibourre""], ""answer_start"": [0]}"
239,239,calmeffroi redoutable,hushbogle,"{""text"": [""calmeffroi""], ""answer_start"": [0]}"
240,240,calmeffroi des gorges,hushbogle,"{""text"": [""calmeffroi""], ""answer_start"": [0]}"
241,241,calmeffroi,hushbogle,"{""text"": [""calmeffroi""], ""answer_start"": [0]}"
242,242,calmeffroi redoutable,hushbogle,"{""text"": [""calmeffroi""], ""answer_start"": [0]}"
243,243,calmeffroi des gorges,hushbogle,"{""text"": [""calmeffroi""], ""answer_start"": [0]}"
244,244,calmeffroi,hushbogle,"{""text"": [""calmeffroi""], ""answer_start"": [0]}"
245,245,"astérix, obélix et panoramix !",getafix,"{""text"": [""panoramix""], ""answer_start"": [19]}"
246,246,panoramix !,getafix,"{""text"": [""panoramix""], ""answer_start"": [0]}"
247,247,pour enlever panoramix pendant le congrès de druides.,getafix,"{""text"": [""panoramix""], ""answer_start"": [13]}"
248,248,panoramix a été enlevé!,getafix,"{""text"": [""panoramix""], ""answer_start"": [0]}"
249,249,"si on faisait renifler à idéfix quelque chose que panoramix aurait touché, tu crois qu'il pourrait retrouver sa trace?",getafix,"{""text"": [""panoramix""], ""answer_start"": [50]}"
250,250,panoramix ça va? personne t'a fait mal?,getafix,"{""text"": [""panoramix""], ""answer_start"": [0]}"
251,251,"astérix, obélix et panoramix !",getafix,"{""text"": [""panoramix""], ""answer_start"": [19]}"
252,252,"si on faisait renifler à idéfix quelque chose que panoramix aurait touché, tu crois qu'il pourrait retrouver sa trace?",getafix,"{""text"": [""panoramix""], ""answer_start"": [50]}"
253,253,"il brise le mur avec facilité, mais remarque que ça ne change pas grand-chose ; on peut penser que la dose donnée par panoramix est trop faible pour avoir un quelconque effet (positif comme négatif).",getafix,"{""text"": [""panoramix""], ""answer_start"": [118]}"
254,254,charkos,rampardos,"{""text"": [""charkos""], ""answer_start"": [0]}"
255,255,pérégrain,spewpa,"{""text"": [""p\u00e9r\u00e9grain""], ""answer_start"": [0]}"
256,256,bazoucan,toucannon,"{""text"": [""bazoucan""], ""answer_start"": [0]}"
257,257,flotajou,panpour,"{""text"": [""flotajou""], ""answer_start"": [0]}"
258,258,masticask,gnawhelm,"{""text"": [""masticask""], ""answer_start"": [0]}"
259,259,écayon,finneon,"{""text"": [""\u00e9cayon""], ""answer_start"": [0]}"
260,260,mateloutre,dewott,"{""text"": [""mateloutre""], ""answer_start"": [0]}"
261,261,venalgue,skrelp,"{""text"": [""venalgue""], ""answer_start"": [0]}"
262,262,"je te préviens, hermione, éloigne ta sale bête de croûtard ou j'en fais une serpillière !",scabbers,"{""text"": [""cro\u00fbtard""], ""answer_start"": [50]}"
263,263,croûtard a disparu !,scabbers,"{""text"": [""cro\u00fbtard""], ""answer_start"": [0]}"
264,264,croûtard !,scabbers,"{""text"": [""cro\u00fbtard""], ""answer_start"": [0]}"
265,265,croûtard !,scabbers,"{""text"": [""cro\u00fbtard""], ""answer_start"": [0]}"
266,266,- croûtard est chez nous depuis...,scabbers,"{""text"": [""cro\u00fbtard""], ""answer_start"": [2]}"
267,267,c'est croûtard !,scabbers,"{""text"": [""cro\u00fbtard""], ""answer_start"": [6]}"
268,268,- croûtard ?,scabbers,"{""text"": [""cro\u00fbtard""], ""answer_start"": [2]}"
269,269,croûtard ! tu es vivant !,scabbers,"{""text"": [""cro\u00fbtard""], ""answer_start"": [0]}"
270,270,beldeneige,frosmoth,"{""text"": [""beldeneige""], ""answer_start"": [0]}"
271,271,mélo,cleffa,"{""text"": [""m\u00e9lo""], ""answer_start"": [0]}"
272,272,c'est toi qui fais du mélo !,cleffa,"{""text"": [""m\u00e9lo""], ""answer_start"": [22]}"
273,273,arrête le mélo !,cleffa,"{""text"": [""m\u00e9lo""], ""answer_start"": [10]}"
274,274,j'ai toujours trouvé brahms... trop mélo pour moi.,cleffa,"{""text"": [""m\u00e9lo""], ""answer_start"": [36]}"
275,275,"allons, les enfants ! gardez votre mélo pour vos cours de théâtre !",cleffa,"{""text"": [""m\u00e9lo""], ""answer_start"": [35]}"
276,276,- ils passent du mélo à la farce.,cleffa,"{""text"": [""m\u00e9lo""], ""answer_start"": [17]}"
277,277,"dans le mélo romantique de 2012, anna karenina, il joue burisov aux côtés de keira knightley et aaron taylor-johnson . [1] [2]",cleffa,"{""text"": [""m\u00e9lo""], ""answer_start"": [8]}"
278,278,serréclair,joltalon,"{""text"": [""serr\u00e9clair""], ""answer_start"": [0]}"
279,279,opermine,binacle,"{""text"": [""opermine""], ""answer_start"": [0]}"
280,280,aspicot,weedle,"{""text"": [""aspicot""], ""answer_start"": [0]}"
281,281,scarabrute,pinsir,"{""text"": [""scarabrute""], ""answer_start"": [0]}"
282,282,nanméouïe,audino,"{""text"": [""nanm\u00e9ou\u00efe""], ""answer_start"": [0]}"
283,283,phogleur,sealeo,"{""text"": [""phogleur""], ""answer_start"": [0]}"
284,284,larvibule,grubbin,"{""text"": [""larvibule""], ""answer_start"": [0]}"
285,285,colimucus,sliggoo,"{""text"": [""colimucus""], ""answer_start"": [0]}"
286,286,calcicroc,chartooth,"{""text"": [""calcicroc""], ""answer_start"": [0]}"
287,287,embrochet,arrokuda,"{""text"": [""embrochet""], ""answer_start"": [0]}"
288,288,roigada,slowking,"{""text"": [""roigada""], ""answer_start"": [0]}"
289,289,gloupti,gulpin,"{""text"": [""gloupti""], ""answer_start"": [0]}"
290,290,croqmatisme,colorcrunch,"{""text"": [""croqmatisme""], ""answer_start"": [0]}"
291,291,aurétoile,dawnstar,"{""text"": [""aur\u00e9toile""], ""answer_start"": [0]}"
292,292,smogogo,weezing,"{""text"": [""smogogo""], ""answer_start"": [0]}"
293,293,voldur,wingnut,"{""text"": [""voldur""], ""answer_start"": [0]}"
294,294,psystigri,espurr,"{""text"": [""psystigri""], ""answer_start"": [0]}"
295,295,câblifère,xurkitree,"{""text"": [""c\u00e2blif\u00e8re""], ""answer_start"": [0]}"
296,296,pyrobut,cinderace,"{""text"": [""pyrobut""], ""answer_start"": [0]}"
297,297,lampéroie,eelektrik,"{""text"": [""lamp\u00e9roie""], ""answer_start"": [0]}"
298,298,avaltout,swalot,"{""text"": [""avaltout""], ""answer_start"": [0]}"
299,299,festimposteur,hamfeist,"{""text"": [""festimposteur""], ""answer_start"": [0]}"
300,300,mélokrik,kricketune,"{""text"": [""m\u00e9lokrik""], ""answer_start"": [0]}"
301,301,mistigrix,meowstic,"{""text"": [""mistigrix""], ""answer_start"": [0]}"
302,302,moumouflon,dubwool,"{""text"": [""moumouflon""], ""answer_start"": [0]}"
303,303,marcacrin,swinub,"{""text"": [""marcacrin""], ""answer_start"": [0]}"
304,304,lixy,shinx,"{""text"": [""lixy""], ""answer_start"": [0]}"
305,305,brisevent,galesplitter,"{""text"": [""brisevent""], ""answer_start"": [0]}"
306,306,-et amonbofis est une hyène.,artifis,"{""text"": [""amonbofis""], ""answer_start"": [4]}"
307,307,cet amonbofis est une vraie vipère !,artifis,"{""text"": [""amonbofis""], ""answer_start"": [4]}"
308,308,stalgamin,snorunt,"{""text"": [""stalgamin""], ""answer_start"": [0]}"
309,309,- un portoloin !,portkey,"{""text"": [""portoloin""], ""answer_start"": [5]}"
310,310,un portoloin ?,portkey,"{""text"": [""portoloin""], ""answer_start"": [3]}"
311,311,retournez au portoloin et restez ensemble !,portkey,"{""text"": [""portoloin""], ""answer_start"": [13]}"
312,312,"quand le contact sera rompu, retourne au portoloin !",portkey,"{""text"": [""portoloin""], ""answer_start"": [41]}"
